2018/05/11 00:46:58      Activity: Searched Results for "shirt" Inserted | Item #: 1289583 | Name: UA Threadborne Siro | Wear: Men’s  Short Sleeve Shirt | Price: $29.99 | Colors: 6  
2018/05/13 02:46:46      Activity: Searched Results for "34.99" Inserted | Item #: 1309555 | Name: UA Showdown Pattern Tapered | Wear: Men’s  Golf Pants | Price: $90.00 | Colors: 1
2018/05/13 02:46:46      Activity: Searched Results for "34.99" Inserted | Item #: 1303087 | Name: UA Storm Tactical Camo Patrol | Wear: Men’s  Tactical Pants | Price: $89.99 | Colors: 1
2018/05/13 02:46:46      Activity: Searched Results for "34.99" Inserted | Item #: 1279644 | Name: UA Responder | Wear: Men’s  Tactical Pants | Price: $99.99 | Colors: 1
2018/05/13 02:46:46      Activity: Searched Results for "34.99" Inserted | Item #: 1297114 | Name: UA Kick Sprint Spikes | Wear: Women’s Running Shoes | Price: $79.99 | Colors: 1
2018/05/13 02:46:46      Activity: Searched Results for "34.99" Inserted | Item #: 1319046 | Name: UAS Double Tapered Knee | Wear: Men’s  Pants | Price: $270.00 | Colors: 2  
2018/05/13 02:46:46      Activity: Searched Results for "34.99" Inserted | Item #: 1248089 | Name: UA Match Play | Wear: Men’s  Golf Pants | Price: $47.9 | Colors: 1
2018/05/13 02:46:46      Activity: Searched Results for "34.99" Inserted | Item #: 1267067 | Name: UA Braided | Wear: Men’s  Golf Belt | Price: $20.00 - $29.9 | Colors: 5  
2018/05/13 02:46:46      Activity: Searched Results for "34.99" Inserted | Item #: 1290503 | Name: UA Stretch Printed | Wear: Men’s Boardshorts | Price: $32.99 - $41.9 | Colors: 3  
2018/05/13 02:46:46      Activity: Searched Results for "34.99" Inserted | Item #: 1259430 | Name: UA Match Play Vented | Wear: Men’s  Golf Pants | Price: $50.99 - $63.7 | Colors: 2  
2018/05/13 02:46:46      Activity: Searched Results for "34.99" Inserted | Item #: 1286581 | Name: UA Stretch Reversible Belt | Wear: Golf Belt | Price: $26.2 | Colors: 1
2018/05/13 02:46:46      Activity: Searched Results for "34.99" Inserted | Item #: 1296391 | Name: UA Reversible PU Leather Golf Belt | Wear: Men’s  Golf Belt | Price: $26.2 | Colors: 2  
2018/05/13 02:46:46      Activity: Searched Results for "34.99" Inserted | Item #: 1272358 | Name: UA Match Play Vented | Wear: Men’s  Golf Shorts | Price: $52.4 | Colors: 1
2018/05/13 02:46:46      Activity: Searched Results for "34.99" Inserted | Item #: 1290774 | Name: UA Storm Covert | Wear: Men’s  Fishing Pants | Price: $47.99 - $59.9 | Colors: 3  
2018/05/13 02:46:46      Activity: Searched Results for "34.99" Inserted | Item #: 1244207 | Name: Men‘s UA Fish Hunter Cargo | Wear: Men’s Shorts | Price: $48.9 | Colors: 2  
2018/05/13 02:46:46      Activity: Searched Results for "34.99" Inserted | Item #: 1296404 | Name: UA Performance Stretch Belt | Wear: Men’s  Golf Belt | Price: $20.99 - $26.9 | Colors: 4  
2018/05/13 02:46:46      Activity: Searched Results for "34.99" Inserted | Item #: 1290776 | Name: UA Fish Hunter Cargo | Wear: Men’s Pants | Price: $67.49 - $67.9 | Colors: 2  
2018/05/13 02:46:46      Activity: Searched Results for "34.99" Inserted | Item #: 1253131 | Name: UA Sonar | Wear: Men’s  Fishing Shorts | Price: $67.5 | Colors: 1
2018/05/13 02:46:46      Activity: Searched Results for "34.99" Inserted | Item #: 1254259 | Name: Ridge Reaper® Field | Wear: Men’s  Hunting Pants | Price: $89.9 | Colors: 1
2018/05/13 02:46:46      Activity: Searched Results for "34.99" Inserted | Item #: 1305042 | Name: UA Payload | Wear: Men’s  Hunting Pants | Price: $59.9 | Colors: 1
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1321235 | Name: UA Payload | Wear: Men’s Shorts | Price: $55.00 | Colors: 3  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1289587 | Name: UA Threadborne Siro V-Neck | Wear: Men’s Short Sleeve Shirt | Price: $17.9 | Colors: 6  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1254259 | Name: Ridge Reaper® Field | Wear: Men’s  Hunting Pants | Price: $89.9 | Colors: 1
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1289586 | Name: UA Threadborne Siro Twist | Wear: Men’s  Short Sleeve Shirt | Price: $17.99 - $22.9 | Colors: 8  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1305659 | Name: UA Fast Left Chest Logo | Wear: Men’s  Graphic T-Shirt | Price: $25.00 | Colors: 9  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1244207 | Name: Men‘s UA Fish Hunter Cargo | Wear: Men’s Shorts | Price: $48.9 | Colors: 2  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1289584 | Name: UA Threadborne Siro Embossed | Wear: Men’s  Short Sleeve Shirt | Price: $17.9 | Colors: 7  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1289583 | Name: UA Threadborne Siro | Wear: Men’s  Short Sleeve Shirt | Price: $17.9 | Colors: 4  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1297114 | Name: UA Kick Sprint Spikes | Wear: Women’s Running Shoes | Price: $79.99 | Colors: 1
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1005684 | Name: UA Tactical Tech™ | Wear: Men’s  Short Sleeve Shirt | Price: $24.99 | Colors: 5  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1296404 | Name: UA Performance Stretch Belt | Wear: Men’s  Golf Belt | Price: $20.99 - $26.9 | Colors: 4  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1295304 | Name: UA Stadium Flow | Wear: Women’s Short Sleeve Shirt | Price: $24.99 - $25.00 | Colors: 7  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1233665 | Name: Boys’ UA Locker Short Sleeve  | Wear: Boys’ Short Sleeve Shirt | Price: $19.99 | Colors: 3  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1265929 | Name: UA Wordmark | Wear: Men’s  Graphic T-Shirt | Price: $17.9 | Colors: 2  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1271517 | Name: UA Streaker | Wear: Women’s Running Short Sleeve Shirt | Price: $29.99 | Colors: 9  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1304649 | Name: UA Fish Hunter Cargo | Wear: Men’s  Fishing Shorts | Price: $65.00 | Colors: 5  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1304648 | Name: UA Fish Hunter | Wear: Men’s  Fishing Shorts | Price: $55.00 | Colors: 7  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1309555 | Name: UA Showdown Pattern Tapered | Wear: Men’s  Golf Pants | Price: $90.00 | Colors: 1
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1309554 | Name: UA Showdown Pattern | Wear: Men’s  Golf Pants | Price: $90.00 | Colors: 2  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1255839 | Name: UA Tech™ V-Neck | Wear: Women’s Short Sleeve Shirt | Price: $18.7 | Colors: 3  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1309553 | Name: UA Showdown Pattern | Wear: Men’s  Golf Shorts | Price: $75.00 | Colors: 3  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1265491 | Name: UA Storm Tactical Patrol | Wear: Men’s  Tactical Pants | Price: $79.99 | Colors: 6  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1309552 | Name: UA Showdown Vented Tapered | Wear: Men’s  Golf Shorts | Price: $70.00 | Colors: 4  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1309551 | Name: UA Showdown Vented | Wear: Men’s  Golf Shorts | Price: $70.00 | Colors: 6  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1290743 | Name: UA Tide Chaser | Wear: Men’s  Fishing Short Sleeve Shirt | Price: $49.99 | Colors: 9  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1309550 | Name: UA Showdown Vented Tapered | Wear: Men’s  Golf Pants | Price: $85.00 | Colors: 4  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1313922 | Name: UA Perpetual | Wear: Men’s  Golf Shorts | Price: $100.00 | Colors: 1
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1313921 | Name: UA Perpetual | Wear: Men’s  Golf Pants | Price: $130.00 | Colors: 2  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1299461 | Name: UA Big Logo Hybrid Printed | Wear: Boys’ Short Sleeve Shirt | Price: $12.50 - $18.9 | Colors: 0  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1253534 | Name: UA Tech™ V-Neck | Wear: Men’s  Short Sleeve Shirt | Price: $18.9 | Colors: 2  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1289609 | Name: UA Threadborne Siro | Wear: Men’s  Long Sleeve Shirt | Price: $32.99 | Colors: 5  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1262480 | Name: UA Storm Covert Tactical | Wear: Men’s  Tactical Pants | Price: $79.99 | Colors: 5  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1319046 | Name: UAS Double Tapered Knee | Wear: Men’s  Pants | Price: $270.00 | Colors: 2  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1309645 | Name: UA Microthread Tapered | Wear: Men’s  Golf Pants | Price: $100.00 | Colors: 4  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1277418 | Name: UA Storm Contender Backpack | Wear: Bag | Price: $79.99 | Colors: 3  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1309549 | Name: UA Showdown Vented | Wear: Men’s  Golf Pants | Price: $85.00 | Colors: 6  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1289600 | Name: UA Threadborne Siro ¼ Zip | Wear: Men’s  Long Sleeve Shirt | Price: $44.99 | Colors: 0  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1309548 | Name: UA Showdown Tapered | Wear: Men’s  Golf Shorts | Price: $65.00 | Colors: 7  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1309547 | Name: UA Showdown | Wear: Men’s  Golf Shorts | Price: $65.00 | Colors: 5  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1290341 | Name: UA Performance | Wear: Boys’ Golf Short Sleeve Shirt | Price: $29.99 | Colors: 0  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1309546 | Name: UA Showdown Tapered | Wear: Men’s  Golf Pants | Price: $80.00 | Colors: 7  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1309545 | Name: UA Showdown | Wear: Men’s  Golf Pants | Price: $80.00 | Colors: 5  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1289957 | Name: HeatGear® Armour | Wear: Boys’ Short Sleeve Shirt | Price: $24.99 | Colors: 5  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1253131 | Name: UA Sonar | Wear: Men’s  Fishing Shorts | Price: $67.5 | Colors: 1
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1306539 | Name: UA Debossed Leather Belt | Wear: Men’s  Golf Belt | Price: $50.00 | Colors: 1
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1305042 | Name: UA Payload | Wear: Men’s  Hunting Pants | Price: $59.9 | Colors: 1
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1306538 | Name: UA Braided Belt 2.0 | Wear: Men’s  Golf Belt | Price: $40.00 | Colors: 6  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1299257 | Name: UA Freedom Flag | Wear: Men’s Short Sleeve Shirt | Price: $24.99 | Colors: 0  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1259439 | Name: UA Storm Golf Rain Suit | Wear: Men’s Jackets | Price: $169.99 | Colors: 1
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1306537 | Name: UA Striped Performance Stretch Belt | Wear: Men’s  Golf Belt | Price: $35.00 | Colors: 2  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1268481 | Name: UA Locker | Wear: Women’s Basketball Short Sleeve Shirt | Price: $22.99 | Colors: 5  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1259430 | Name: UA Match Play Vented | Wear: Men’s  Golf Pants | Price: $50.99 - $63.7 | Colors: 2  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1291434 | Name: UA Storm Covert | Wear: Men’s  Tactical Pants | Price: $89.99 | Colors: 2  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1307591 | Name: UA Threadborne™ Twist ½ Zip | Wear: Women’s Long Sleeve Shirt | Price: $49.99 | Colors: 5  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1289650 | Name: UA Threadborne Train Twist V-Neck | Wear: Women’s Short Sleeve Shirt | Price: $20.9 | Colors: 1
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1277207 | Name: UA Tech™ | Wear: Women’s Short Sleeve Shirt | Price: $18.7 | Colors: 3  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1272358 | Name: UA Match Play Vented | Wear: Men’s  Golf Shorts | Price: $52.4 | Colors: 1
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1299248 | Name: UA Stealth Reaper Early Season | Wear: Men’s  Hunting Pants | Price: $99.99 | Colors: 2  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1272356 | Name: UA Match Play Tapered | Wear: Men’s  Golf Shorts | Price: $64.99 | Colors: 3  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1307626 | Name: NFL Men&#x27;s Combine Authentic Lockup T-Shirt | Wear: Men’s  Football Graphic T-Shirt | Price: $35.00 | Colors: 1
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1216010 | Name: UA Tactical HeatGear® Compression V-Neck | Wear: Men’s  Tactical Short Sleeve Shirt | Price: $24.99 | Colors: 2  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1290097 | Name: UA Hybrid Big Logo | Wear: Boys’ Short Sleeve Shirt | Price: $12.50 - $18.9 | Colors: 9  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1306428 | Name: UA MK-1 | Wear: Men’s  Short Sleeve Shirt | Price: $30.00 | Colors: 7  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1306585 | Name: UA Mantra | Wear: Men’s  Fishing Shorts | Price: $60.00 | Colors: 5  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1306327 | Name: UA Showdown Chino | Wear: Men’s  Golf Shorts | Price: $75.00 | Colors: 2  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1257616 | Name: UA Charged Cotton® Left Chest Lockup | Wear: Men’s  Short Sleeve Shirt | Price: $18.7 | Colors: 2  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1306326 | Name: UA Showdown Chino Tapered | Wear: Men’s  Golf Pants | Price: $85.00 | Colors: 7  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1257615 | Name: UA Sportstyle Logo | Wear: Men’s Graphic T-Shirt | Price: $18.99 - $24.99 | Colors: 7  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1306325 | Name: UA Showdown Chino | Wear: Men’s  Golf Pants | Price: $85.00 | Colors: 4  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1296391 | Name: UA Reversible PU Leather Golf Belt | Wear: Men’s  Golf Belt | Price: $26.2 | Colors: 2  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1303087 | Name: UA Storm Tactical Camo Patrol | Wear: Men’s  Tactical Pants | Price: $89.99 | Colors: 1
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1290779 | Name: UA Backwater | Wear: Men’s  Fishing Pants | Price: $99.99 | Colors: 1
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1285637 | Name: UA HeatGear® Armour | Wear: Women’s Short Sleeve Shirt | Price: $27.99 | Colors: 1  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1242220 | Name: UA Tech™ ¼ Zip | Wear: Men’s  Long Sleeve Shirt | Price: $23.99 - $29.9 | Colors: 3  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1290776 | Name: UA Fish Hunter Cargo | Wear: Men’s Pants | Price: $67.49 - $67.9 | Colors: 2  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1290774 | Name: UA Storm Covert | Wear: Men’s  Fishing Pants | Price: $47.99 - $59.9 | Colors: 3  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1216007 | Name: UA Tactical HeatGear® Compression | Wear: Men’s  Tactical Short Sleeve Shirt | Price: $24.99 | Colors: 3  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1290672 | Name: UA Big Logo | Wear: Women’s Short Sleeve Shirt | Price: $14.99 - $18.9 | Colors: 4  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1257471 | Name: UA HeatGear® Armour Compression Shirt | Wear: Men’s  Long Sleeve Shirt | Price: $18.99 - $20.9 | Colors: 7  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1299391 | Name: UA Hybrid Big Logo | Wear: Boys’ Long Sleeve Shirt | Price: $29.99 | Colors: 1
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1306086 | Name: UA Crossfade | Wear: Boys’ Short Sleeve Shirt | Price: $20.00 | Colors: 6  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1306315 | Name: UA Microthread | Wear: Men’s  Golf Pants | Price: $100.00 | Colors: 2  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1306314 | Name: UA Microthread | Wear: Men’s  Golf Shorts | Price: $85.00 | Colors: 3  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1267067 | Name: UA Braided | Wear: Men’s  Golf Belt | Price: $20.00 - $29.9 | Colors: 5  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1286334 | Name: UA Storm Armour Fleece® ¼ Zip | Wear: Men’s  Long Sleeve Shirt | Price: $32.99 - $41.2 | Colors: 9  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1279644 | Name: UA Responder | Wear: Men’s  Tactical Pants | Price: $99.99 | Colors: 1
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1289596 | Name: UA Seamless | Wear: Men’s  Short Sleeve Shirt | Price: $18.99 - $29.9 | Colors: 5  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1258568 | Name: UA Tech™ V-Neck - Twist | Wear: Women’s Short Sleeve Shirt | Price: $18.7 | Colors: 2  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1257468 | Name: UA HeatGear® Armour Compression Shirt | Wear: Men’s  Short Sleeve Shirt | Price: $16.7 | Colors: 7  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1248089 | Name: UA Match Play | Wear: Men’s  Golf Pants | Price: $47.9 | Colors: 1
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1257466 | Name: UA Raid | Wear: Men’s  Short Sleeve Shirt | Price: $17.99 - $22.4 | Colors: 4  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1290506 | Name: UA Rigid | Wear: Men’s Boardshorts | Price: $39.99 | Colors: 4  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1271823 | Name: UA Threadborne Streaker | Wear: Men’s  Running Short Sleeve Shirt | Price: $29.99 | Colors: 8  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1290505 | Name: UA Stretch | Wear: Men’s Boardshorts | Price: $49.99 | Colors: 4  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1290503 | Name: UA Stretch Printed | Wear: Men’s Boardshorts | Price: $32.99 - $41.9 | Colors: 3  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1228539 | Name: UA Tech™ | Wear: Men’s  Short Sleeve Shirt | Price: $19.9 | Colors: 5  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1300000 | Name: Charged Cotton® Crew Undershirt – 2-Pack | Wear: Men’s  Short Sleeve Shirt | Price: $40.00 | Colors: 3  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1306073 | Name: UA Tech™ Big Logo Solid | Wear: Boys’ Short Sleeve Shirt | Price: $20.00 | Colors: 6  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1283380 | Name: UA Threadborne Streaker V-Neck | Wear: Men’s  Running Short Sleeve Shirt | Price: $29.99 | Colors: 6  
2018/05/13 02:47:58      Activity: Inserting Backup Data  | Item #: 1286581 | Name: UA Stretch Reversible Belt | Wear: Golf Belt | Price: $26.2 | Colors: 1
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1287325 | Name: UA Locker III | Wear: Men’s  Slides | Price: $19.99 | Colors: 3  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1289587 | Name: UA Threadborne Siro V-Neck | Wear: Men’s Short Sleeve Shirt | Price: $17.9 | Colors: 6  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1289586 | Name: UA Threadborne Siro Twist | Wear: Men’s  Short Sleeve Shirt | Price: $17.99 - $22.9 | Colors: 8  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1305659 | Name: UA Fast Left Chest Logo | Wear: Men’s  Graphic T-Shirt | Price: $25.00 | Colors: 9  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1289584 | Name: UA Threadborne Siro Embossed | Wear: Men’s  Short Sleeve Shirt | Price: $17.9 | Colors: 7  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1287320 | Name: UA Ignite V | Wear: Boys’ Slides | Price: $29.99 | Colors: 3  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1289583 | Name: UA Threadborne Siro | Wear: Men’s  Short Sleeve Shirt | Price: $17.9 | Colors: 5  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 3000103 | Name: UA Lightning 2 | Wear: Women’s Running Shoes | Price: $85.00 | Colors: 3  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1285676 | Name: UA Threadborne Slingflex | Wear: Men’s Shoes | Price: $99.99 | Colors: 3  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 3000007 | Name: UA SpeedForm® Slingshot 2 | Wear: Men’s  Running Shoes | Price: $100.00 | Colors: 4  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 3022240 | Name: UA ICON RailFit | Wear: Women’s Custom Shoes | Price: $120.00 | Colors: 1
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 3000165 | Name: UA Spieth 2 | Wear: Men’s  Golf Cleats &amp; Spikes | Price: $200.00 | Colors: 5  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 3000005 | Name: UA HOVR Sonic Connected | Wear: Men’s  Running Shoes | Price: $110.00 | Colors: 4  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 3000004 | Name: UA HOVR Phantom Connected  | Wear: Men’s  Running Shoes | Price:   | Colors: 2  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1288382 | Name: UA Ignite II | Wear: Men’s  Surf Slides | Price: $34.99 | Colors: 4  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1257847 | Name: UA Valsetz RTS Side-Zip Tactical | Wear: Men’s  Tactical Boots | Price: $124.99 | Colors: 1
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 3020924 | Name: UA ICON Highlight MC | Wear: Men’s Custom Cleats | Price: $160.00 | Colors: 1
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1252540 | Name: UA Atlantic Dune | Wear: Women’s Surf Slides | Price: $21.99 | Colors: 7  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1005684 | Name: UA Tactical Tech™ | Wear: Men’s  Short Sleeve Shirt | Price: $24.99 | Colors: 5  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1233665 | Name: Boys’ UA Locker Short Sleeve  | Wear: Boys’ Short Sleeve Shirt | Price: $19.99 | Colors: 3  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1298664 | Name: UA Charged Bandit 3  | Wear: Women’s Running Shoes | Price: $80.00 | Colors: 8  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1302646 | Name: Pre-School UA Primed 2 Adjustable Closure | Wear: Boys’ Running Shoes | Price: $57.99 | Colors: 1
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1265929 | Name: UA Wordmark | Wear: Men’s  Graphic T-Shirt | Price: $17.9 | Colors: 1
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1271517 | Name: UA Streaker | Wear: Women’s Running Short Sleeve Shirt | Price: $29.99 | Colors: 9  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1296206 | Name: UA Threadborne Push | Wear: Women’s Shoes | Price: $109.99 | Colors: 1
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1287319 | Name: UA Ignite VII | Wear: Women’s Slides | Price: $31.99 | Colors: 5  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 3020138 | Name: UA RailFit | Wear: Men’s  Shoes | Price: $90.00 | Colors: 8  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1287318 | Name: UA Ignite V | Wear: Men’s Slides | Price: $34.99 | Colors: 5  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 3022239 | Name: UA ICON RailFit  | Wear: Men’s Custom Shoes | Price: $120.00 | Colors: 1
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1298306 | Name: UA Curry 4 | Wear: Men’s  Basketball Shoes | Price: $129.99 | Colors: 8  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1255839 | Name: UA Tech™ V-Neck | Wear: Women’s Short Sleeve Shirt | Price: $18.7 | Colors: 3  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1290743 | Name: UA Tide Chaser | Wear: Men’s  Fishing Short Sleeve Shirt | Price: $49.99 | Colors: 9  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1250592 | Name: UA Valsetz RTS | Wear: Women’s Tactical Boots | Price: $119.99 | Colors: 2  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1299461 | Name: UA Big Logo Hybrid Printed | Wear: Boys’ Short Sleeve Shirt | Price: $12.50 - $18.9 | Colors: 0  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 3020978 | Name: UA HOVR Sonic | Wear: Men’s  Running Shoes | Price: $100.00 | Colors: 4  
2018/05/13 22:14:26      Activity: Inserting Backup Data  | Item #: 1253534 | Name: UA Tech™ V-Neck | Wear: Men’s  Short Sleeve Shirt | Price: $18.9 | Colors: 2  
